customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8651-ENBZX,One year,Yes,Electronic check,106,6441.4,Yes
4129-LYCOI,Two year,Yes,Electronic check,104,7039.05,No
7798-JVXYM,Month-to-month,Yes,Electronic check,69.65,921.4,No
8647-SDTWQ,Month-to-month,Yes,Electronic check,74.3,4018.35,No
2696-ECXKC,One year,No,Mailed check,100.9,5448.6,No
2081-KJSQF,Month-to-month,Yes,Mailed check,20.25,20.25,No
7623-TRNQN,Month-to-month,Yes,Mailed check,49.9,49.9,Yes
3323-CPBWR,Month-to-month,Yes,Credit card (automatic),96.9,2085.45,No
9330-IJWIO,Month-to-month,Yes,Electronic check,100.35,1358.85,Yes
3384-CTMSF,Month-to-month,Yes,Electronic check,104.1,5135.15,No
0902-RFHOF,One year,No,Mailed check,20.1,730.1,No
9286-DOJGF,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,Yes
6048-QBXKL,Month-to-month,Yes,Credit card (automatic),56.55,118.25,No
9661-MHUMO,Month-to-month,Yes,Credit card (automatic),49.25,49.25,Yes
7718-RXDGG,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,No
1025-FALIX,Month-to-month,Yes,Credit card (automatic),69.05,1815.65,No
3451-VAWLI,Two year,No,Credit card (automatic),19.7,730.4,No
3407-QGWLG,Month-to-month,Yes,Mailed check,20.05,75.45,No
1842-EZJMK,Month-to-month,No,Electronic check,103.7,5071.05,Yes
2347-WKKAE,Month-to-month,Yes,Electronic check,94.4,4014.6,No
8735-DCXNF,Month-to-month,Yes,Credit card (automatic),54.95,568.85,No
3214-IYUUQ,One year,No,Bank transfer (automatic),93.7,5860.7,No
1936-UAFEH,Two year,No,Credit card (automatic),110.25,7279.35,No
3587-PMCOY,One year,Yes,Electronic check,98.9,1064.95,No
8079-XRJRS,One year,No,Electronic check,89.75,5769.6,Yes
1027-LKKQQ,Two year,Yes,Bank transfer (automatic),80.45,5886.85,No
7148-XZPHA,Month-to-month,No,Electronic check,79.4,4238.45,No
8073-IJDCM,Month-to-month,Yes,Mailed check,20.3,20.3,Yes
5309-TAIKL,Month-to-month,No,Bank transfer (automatic),62.8,418.3,No
6856-RAURS,Month-to-month,Yes,Mailed check,74.9,136.05,No
8778-LMWTJ,Month-to-month,Yes,Electronic check,74.85,708.2,No
9717-IOAAF,Two year,Yes,Credit card (automatic),25.85,788.55,No
8884-ADFVN,Month-to-month,Yes,Electronic check,101.95,700.85,Yes
2845-KDHVX,Two year,Yes,Mailed check,68.3,4378.8,No
0848-SOMKO,Two year,No,Bank transfer (automatic),48.4,3442.8,No
2720-WGKHP,Month-to-month,Yes,Electronic check,94,181.7,Yes
6734-FQAJX,Two year,Yes,Electronic check,105.05,7171.7,No
2869-ADAWR,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,Yes
1535-VTJOQ,Two year,No,Credit card (automatic),25.15,553,No
6368-TZZDT,Two year,No,Credit card (automatic),19.5,96.85,No
0943-ZQPXH,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,No
1293-BSEUN,Two year,Yes,Mailed check,20.7,1482.3,No
9894-EZEWG,Month-to-month,Yes,Credit card (automatic),74.3,74.3,Yes
1302-TPUBN,Two year,No,Bank transfer (automatic),19.35,1240.8,No
7851-FLGGQ,Month-to-month,Yes,Mailed check,44.65,44.65,Yes
0637-UBJRP,Month-to-month,No,Electronic check,84.05,1095.3,Yes
0940-OUQEC,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,Yes
2378-VTKDH,Month-to-month,Yes,Electronic check,104.35,6578.55,No
0927-CNGRH,Month-to-month,No,Mailed check,19.55,19.55,No
8608-OZTLB,One year,No,Electronic check,74.05,2802.3,No
2335-GSODA,Two year,No,Mailed check,40.1,857.75,No
1952-DVVSW,One year,No,Mailed check,20.1,184.4,No
0702-PGIBZ,Month-to-month,Yes,Electronic check,101.7,364.55,Yes
6656-GULJQ,Two year,Yes,Credit card (automatic),83.55,6093.3,No
9853-JFZDU,Month-to-month,No,Electronic check,56.85,1861.1,No
1963-VAUKV,Month-to-month,No,Mailed check,20.4,20.4,Yes
3777-XROBG,Two year,No,Credit card (automatic),19.55,1079.65,No
6994-FGRHH,One year,Yes,Electronic check,106.15,7475.1,No
4000-VGMQP,One year,No,Credit card (automatic),78.95,2862.55,No
3999-WRNGR,Month-to-month,Yes,Electronic check,49.75,3069.45,No
3466-RITXD,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,No
2680-XKKNJ,One year,No,Bank transfer (automatic),58.2,469.25,No
3058-HJCUY,One year,Yes,Electronic check,102.6,4213.35,Yes
2974-GGUXS,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,No
7994-XIRTR,One year,No,Bank transfer (automatic),65.25,3529.95,No
3259-FDWOY,Two year,Yes,Bank transfer (automatic),106,7723.7,Yes
2101-RANCD,Month-to-month,Yes,Electronic check,73.1,4144.9,No
7921-BEPCI,Two year,No,Bank transfer (automatic),59.75,4265,No
0807-ZABDG,Month-to-month,Yes,Mailed check,55.1,154.65,Yes
8510-TMWYB,Two year,Yes,Bank transfer (automatic),59.8,3246.45,No
3258-ZKPAI,Two year,Yes,Bank transfer (automatic),116.6,8337.45,No
1428-IEDPR,Two year,Yes,Electronic check,109.3,5731.4,No
5298-GSTLM,One year,Yes,Bank transfer (automatic),101.4,6176.6,No
4450-YOOHP,Month-to-month,Yes,Credit card (automatic),50.65,1905.4,No
6728-CZFEI,One year,No,Mailed check,56.15,931.9,No
5748-RNCJT,Two year,Yes,Bank transfer (automatic),106.5,7348.8,Yes
3653-NCRDJ,One year,Yes,Mailed check,19.2,776.25,No
6121-TNHBO,One year,No,Bank transfer (automatic),83,5243.05,No
5119-NZPTV,Month-to-month,No,Electronic check,70.1,141.65,No
6519-ZHPXP,Two year,Yes,Bank transfer (automatic),108.3,7679.65,No
7739-LAXOG,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,Yes
3472-QPRCH,Two year,No,Credit card (automatic),25.25,1006.9,No
8224-UAXBZ,One year,Yes,Electronic check,45.35,2540.1,No
9610-WCESF,Two year,No,Electronic check,43.9,3097.2,No
9776-CLUJA,Month-to-month,Yes,Electronic check,77.5,3807.35,Yes
2486-WYVVE,One year,Yes,Mailed check,79.3,2484,No
3865-ZYKAD,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,No
1422-DGUBX,One year,Yes,Electronic check,79.25,2619.15,No
2999-AANRQ,Two year,No,Credit card (automatic),71.05,1524.85,No
8668-KNZTI,One year,No,Electronic check,53.75,2790.65,No
0480-KYJVA,Two year,No,Credit card (automatic),24.25,1784.5,No
6034-ZRYCV,Two year,Yes,Electronic check,54.2,3937.45,Yes
9746-YKGXB,One year,No,Bank transfer (automatic),44.25,2276.1,No
3926-YZVVX,One year,No,Bank transfer (automatic),50.05,2029.05,No
6000-UKLWI,Two year,No,Mailed check,20.15,802.35,No
2079-FBMZK,Month-to-month,Yes,Mailed check,69.25,418.4,Yes
6332-FBZRI,One year,Yes,Credit card (automatic),69.35,4653.25,No
2096-XOTMO,Month-to-month,No,Mailed check,19.35,275.9,No
3266-FTKHB,Two year,No,Mailed check,19.15,343.45,No
8221-EQDGL,Month-to-month,No,Mailed check,61,2130.45,No
2346-LOCWC,Two year,No,Credit card (automatic),20.5,1191.4,No
6608-QQLVK,Month-to-month,Yes,Electronic check,50.5,50.5,Yes
0298-XACET,Two year,No,Mailed check,50.2,2554,No
7560-QJAVJ,Two year,No,Bank transfer (automatic),79.6,5589.45,No
2995-YWTCD,Two year,Yes,Bank transfer (automatic),24.9,467.7,No
3551-HUAZH,Month-to-month,Yes,Electronic check,74.4,74.4,Yes
9137-UIYPG,Month-to-month,Yes,Electronic check,106.9,3756.45,No
2809-ZMYOQ,Month-to-month,Yes,Electronic check,101.35,3334.9,No
5084-OOVCJ,Month-to-month,Yes,Credit card (automatic),55.35,920.5,No
0254-WWRKD,One year,No,Credit card (automatic),50.55,3431.75,No
7727-SHVZV,Month-to-month,No,Bank transfer (automatic),19.5,150.35,No
6302-JGYRJ,One year,Yes,Mailed check,79.45,2587.7,Yes
5339-PXDVH,Month-to-month,No,Electronic check,90.65,367.95,No
2205-LPVGL,One year,Yes,Bank transfer (automatic),89.85,5125.75,No
8782-NUUOL,One year,No,Mailed check,79,4801.1,No
3685-YLCMQ,One year,Yes,Electronic check,104.65,6219.6,Yes
7601-WFVZV,Month-to-month,No,Mailed check,19.55,19.55,No
4609-KNNWG,Two year,No,Mailed check,19.9,550.1,No
4868-AADLV,One year,Yes,Electronic check,116.25,7862.25,No
9529-OFXHY,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,No
8634-MPHTR,Month-to-month,Yes,Electronic check,100.05,4871.05,Yes
2669-QVCRG,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,No
2478-EEWWM,Month-to-month,Yes,Electronic check,44.3,2666.75,No
9174-IHETN,Two year,No,Credit card (automatic),70.35,3533.6,No
2233-TXSIU,One year,No,Credit card (automatic),44.45,792.15,No
9644-UMGQA,Month-to-month,Yes,Electronic check,49.15,295.65,No
3256-EZDBI,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,No
8761-NSOBC,Month-to-month,No,Electronic check,100.55,4398.15,Yes
0419-YAAPX,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,No
8413-VONUO,Month-to-month,No,Electronic check,95.65,167.3,Yes
0872-CASZJ,One year,Yes,Mailed check,69.1,4096.9,No
4726-DLWQN,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,No
8164-OCKUJ,Two year,No,Mailed check,20.6,1286,No
3094-JOJAI,Month-to-month,No,Mailed check,74.15,1387,No
9494-MRNYX,Month-to-month,No,Electronic check,75.05,786.3,No
2599-CZABP,One year,No,Electronic check,44.6,641.25,No
7945-PRBVF,Two year,No,Bank transfer (automatic),21.45,705.45,No
4544-RXFMG,One year,Yes,Mailed check,43.45,345.5,No
0859-YGKFW,One year,No,Bank transfer (automatic),20.05,345.9,No
1150-FTQGN,One year,No,Bank transfer (automatic),94.15,5811.8,No
9223-UCPVT,Month-to-month,No,Electronic check,94.4,94.4,Yes
7196-LIWRH,Two year,No,Mailed check,19.55,124.45,No
5448-VWNAM,Month-to-month,Yes,Mailed check,75.9,1375.6,No
1177-XZBJL,One year,No,Bank transfer (automatic),64.15,3491.55,No
3518-FSTWG,Two year,Yes,Bank transfer (automatic),109.55,7920.7,No
9330-VOFSZ,Two year,Yes,Credit card (automatic),110.8,6640.7,No
4351-QLCSU,Month-to-month,Yes,Credit card (automatic),55,55,Yes
0939-EREMR,Month-to-month,No,Mailed check,53.45,718.1,No
9389-ACWBI,Month-to-month,No,Credit card (automatic),69.95,320.4,No
5419-JPRRN,Month-to-month,Yes,Electronic check,101.45,101.45,Yes
3644-QXEHN,Month-to-month,No,Electronic check,97,1334.45,No
2911-IJORQ,One year,Yes,Bank transfer (automatic),90.6,3358.65,No
5921-NGYRH,Month-to-month,Yes,Mailed check,73.55,4764,No
2100-BDNSN,Month-to-month,No,Bank transfer (automatic),67.95,350.3,Yes
5998-DZLYR,Two year,Yes,Bank transfer (automatic),94.35,5703,No
0488-GSLFR,Month-to-month,Yes,Electronic check,69.5,69.5,Yes
9318-NKNFC,Month-to-month,Yes,Mailed check,18.85,18.85,Yes
3985-HOYPM,One year,No,Mailed check,19.4,525.55,No
9728-FTTVZ,Month-to-month,Yes,Electronic check,69.2,69.2,Yes
9548-LERKT,Two year,No,Mailed check,19.75,483.15,No
6576-FBXOJ,One year,No,Electronic check,54.6,934.8,No
4310-KEDTB,Month-to-month,Yes,Mailed check,29.8,786.5,No
7254-IQWOZ,Month-to-month,Yes,Electronic check,69.65,69.65,Yes
2474-BRUCM,Month-to-month,No,Electronic check,101.85,4086.3,Yes
4062-HBMOS,Month-to-month,Yes,Electronic check,103.05,5364.8,No
0742-NXBGR,Month-to-month,Yes,Electronic check,82.3,82.3,Yes
2676-ISHSF,Month-to-month,No,Mailed check,20.3,20.3,No
9236-NDUCW,Two year,No,Mailed check,35.1,770.4,No
4753-PADAS,One year,Yes,Bank transfer (automatic),105.7,6816.95,No
6103-QCKFX,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,No
7781-EWARA,One year,No,Electronic check,60.35,4138.7,No
6110-OHIHY,Month-to-month,No,Electronic check,79.25,267.6,Yes
7018-FPXHH,Two year,Yes,Bank transfer (automatic),59.8,3457.45,No
5889-LFOLL,Month-to-month,Yes,Electronic check,84.6,1115.2,Yes
5708-EVONK,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Yes
8708-XPXHZ,Month-to-month,Yes,Electronic check,94.2,4186.3,Yes
0616-ATFGB,Month-to-month,No,Electronic check,25.05,25.05,Yes
0572-ZJKLT,Two year,No,Mailed check,99.65,4630.2,No
5135-RDDQL,Two year,Yes,Bank transfer (automatic),50.65,3221.25,No
1353-LJWEM,Month-to-month,Yes,Electronic check,60.9,688.5,No
1794-SWWKL,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,No
6166-YIPFO,Two year,Yes,Electronic check,64.7,4746.05,No
7016-BPGEU,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Yes
6876-ADESB,Month-to-month,No,Electronic check,48.95,48.95,Yes
9332-GYWLO,Month-to-month,No,Electronic check,54.85,355.1,No
1963-SVUCV,Month-to-month,No,Electronic check,45.3,45.3,Yes
4184-VODJZ,One year,Yes,Electronic check,91.35,5764.7,No
0220-EBGCE,Month-to-month,Yes,Electronic check,85.85,167.3,Yes
1092-WPIVQ,Two year,No,Mailed check,25.1,428.45,No
7233-IOQNP,Month-to-month,No,Bank transfer (automatic),34,1505.35,No
2834-JKOOW,One year,No,Mailed check,45.9,693.45,No
2754-VDLTR,Month-to-month,No,Electronic check,95.2,930.4,Yes
2400-FEQME,Two year,No,Mailed check,20.5,1177.95,No
3190-XFANI,One year,Yes,Bank transfer (automatic),100.6,5069.65,Yes
7551-DACSP,Month-to-month,Yes,Mailed check,55.3,324.25,Yes
4957-SREEC,Two year,No,Credit card (automatic),20.35,1458.1,No
7235-NXZCP,Month-to-month,Yes,Mailed check,74.85,156.4,Yes
0230-UBYPQ,One year,No,Bank transfer (automatic),36.1,2298.9,No
4923-ADWXJ,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,No
1763-KUAAW,One year,No,Bank transfer (automatic),20.35,369.6,No
1104-TNLZA,Month-to-month,Yes,Electronic check,105.8,2998,No
5195-KPUNQ,One year,Yes,Mailed check,96.75,5206.55,No
0520-FDVVT,One year,Yes,Bank transfer (automatic),102.35,3626.1,Yes
3439-GVUSX,Month-to-month,No,Mailed check,24.4,24.4,No
1444-VVSGW,One year,No,Credit card (automatic),115.65,7968.85,Yes
5712-PTIWW,Month-to-month,Yes,Electronic check,79.85,152.45,Yes
5949-HGVJL,Month-to-month,Yes,Electronic check,73.05,1959.5,No
5203-XEHAX,One year,No,Electronic check,64.35,2053.05,No
1635-HDGFT,Two year,No,Mailed check,20.5,398.55,No
3315-TOTBP,Month-to-month,Yes,Mailed check,76,1130.85,Yes
8050-XGRVL,One year,No,Credit card (automatic),54.75,3425.35,No
6661-HBGWL,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,Yes
1518-VOWAV,Month-to-month,Yes,Electronic check,74.65,703.55,Yes
9828-QHFBK,Month-to-month,Yes,Electronic check,51.15,1275.7,No
3908-MKIMJ,Two year,Yes,Electronic check,41.95,2965.75,No
5012-YSPJJ,Month-to-month,No,Mailed check,54.35,1647,No
5909-ECHUI,Month-to-month,Yes,Electronic check,56.25,56.25,Yes
1309-BXVOQ,Month-to-month,Yes,Electronic check,106.1,2249.95,Yes
6728-VOIFY,One year,Yes,Electronic check,96,6109.75,No
9317-WZPGV,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Yes
4891-NLUBA,Two year,Yes,Bank transfer (automatic),61.45,3751.15,No
2856-HYAPG,Month-to-month,No,Electronic check,68.65,68.65,Yes
8969-PRHFK,One year,No,Mailed check,19.65,411.25,No
0661-KQHNK,One year,No,Credit card (automatic),19,105.5,No
8709-KRDVL,Month-to-month,Yes,Electronic check,100,3320.6,No
4488-PSYCG,Month-to-month,No,Bank transfer (automatic),20.25,327.45,Yes
1427-VERSM,Month-to-month,Yes,Electronic check,98.7,5669.5,No
9801-NOSHQ,One year,No,Mailed check,19.8,465.45,No
6339-YPSAH,Month-to-month,Yes,Electronic check,73.8,704.3,No
3621-CEOVK,Month-to-month,Yes,Electronic check,100.2,1369.8,Yes
6906-ANDWJ,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,Yes
2159-TURXX,Month-to-month,No,Credit card (automatic),20.05,95.55,No
1548-FEHVL,Month-to-month,Yes,Electronic check,106.2,6375.2,No
3795-CAWEX,Two year,Yes,Credit card (automatic),116.55,8152.3,No
6215-NQCPY,Month-to-month,Yes,Electronic check,99.7,1566.75,No
5647-URDKA,Two year,No,Mailed check,19.7,130.25,No
2229-DPMBI,Two year,No,Mailed check,19.5,162.15,No
9626-WEQRM,Month-to-month,Yes,Mailed check,29.15,110.05,No
2188-SXWVT,One year,No,Mailed check,55,1885.15,No
6258-PVZWJ,Two year,Yes,Credit card (automatic),90.8,6302.85,No
1094-BKOSX,One year,No,Bank transfer (automatic),51,2264.5,No
6969-MVBAI,Month-to-month,Yes,Electronic check,90.1,816.8,No
2978-XXSOG,Month-to-month,Yes,Mailed check,59.05,1253.5,No
2342-CKIAO,Month-to-month,No,Mailed check,20.3,41.2,No
6953-PBDIN,Two year,No,Bank transfer (automatic),72.95,5265.55,No
3898-BSJYF,One year,No,Credit card (automatic),73.55,693.3,No
3938-YFPXD,Two year,No,Credit card (automatic),84.3,5997.1,No
7696-AMHOD,One year,No,Credit card (automatic),78,3824.2,No
2453-SAFNS,One year,No,Mailed check,72.1,3886.05,No
9558-IHEZX,Two year,Yes,Credit card (automatic),106.75,7283.25,No
9617-UDPEU,One year,Yes,Mailed check,19.25,412.55,No
6340-DACFT,Two year,No,Credit card (automatic),20.55,1070.25,No
4955-VCWBI,One year,No,Mailed check,20,817.95,No
6813-GZQCG,Two year,Yes,Credit card (automatic),24.65,1171.3,No
7426-GSWPO,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,No
3389-KTRXV,Two year,No,Mailed check,23.85,625.65,No
3118-UHVVQ,Two year,No,Credit card (automatic),25.8,1911.5,No
1031-IIDEO,Month-to-month,Yes,Electronic check,70.85,70.85,Yes
5832-XKAES,Month-to-month,Yes,Credit card (automatic),69.8,134.7,Yes
3205-MXZRA,One year,No,Credit card (automatic),59.45,1507,No
4701-AHWMW,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,Yes
8317-BVKSO,Month-to-month,Yes,Electronic check,20.05,299.3,No
5702-KVQRD,Two year,Yes,Electronic check,82.55,5832.65,No
0083-PIVIK,One year,No,Electronic check,81.25,5567.55,No
9210-IAHGH,Month-to-month,Yes,Credit card (automatic),70.75,450.8,Yes
6169-PGNCD,Two year,Yes,Credit card (automatic),74.3,4166.35,No
0023-XUOPT,Month-to-month,No,Electronic check,94.1,1215.6,Yes
4592-IWTJI,Month-to-month,No,Credit card (automatic),29.7,91.7,Yes
4909-JOUPP,Two year,No,Credit card (automatic),109.7,7898.45,No
4657-FWVFY,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,No
2257-BOVXD,Month-to-month,Yes,Credit card (automatic),66.6,979.5,No
7729-JTEEC,Month-to-month,Yes,Electronic check,44.5,90.05,No
7632-MNYOY,One year,No,Credit card (automatic),110.9,7432.05,Yes
6518-LGAOV,Month-to-month,Yes,Electronic check,105,4026.4,Yes
7242-QZLXF,Month-to-month,Yes,Electronic check,25.3,25.3,Yes
4576-CSAJH,One year,Yes,Credit card (automatic),55.15,1193.05,Yes
1000-AJSLD,Month-to-month,Yes,Mailed check,20.1,20.1,Yes
9696-RMYBA,Month-to-month,Yes,Mailed check,80.1,398.55,No
8690-UPCZI,One year,No,Bank transfer (automatic),69.05,1958.45,No
1062-LHZOD,Month-to-month,Yes,Mailed check,69.9,69.9,Yes
9770-LXDBK,Month-to-month,No,Mailed check,20.4,63.15,No
4086-WITJG,Two year,No,Credit card (automatic),19.7,1301.1,No
8344-WFMFH,Month-to-month,Yes,Electronic check,50.1,484.05,No
9600-NAXZN,Month-to-month,Yes,Electronic check,101.4,4528,Yes
8822-KNBHV,One year,Yes,Credit card (automatic),83.45,3887.85,No
8404-FYDIB,Month-to-month,Yes,Credit card (automatic),86.65,2208.75,No
2791-SFVEW,Month-to-month,No,Bank transfer (automatic),20.15,238.15,No
6457-USBER,Month-to-month,Yes,Electronic check,80.8,80.8,Yes
6762-NSODU,Two year,No,Credit card (automatic),19.4,958.15,No
4662-EKDPQ,Month-to-month,No,Bank transfer (automatic),62.05,118.3,Yes
9248-OJYKK,Month-to-month,Yes,Electronic check,76.45,76.45,Yes
9888-ZCUMM,Two year,Yes,Bank transfer (automatic),60.05,3845.45,No
3398-FSHON,Month-to-month,Yes,Electronic check,91.3,1094.5,Yes
3319-DWOEP,Month-to-month,Yes,Electronic check,95.75,573.75,Yes
1074-WVEVG,One year,No,Mailed check,20.35,1267,No
9979-RGMZT,One year,Yes,Mailed check,94.05,633.45,No
6437-UDQJM,Two year,Yes,Credit card (automatic),84.1,6129.65,No
1226-IENZN,Month-to-month,Yes,Electronic check,78.75,1218.25,No
2108-GLPQB,Month-to-month,No,Credit card (automatic),55.55,1405.3,No
9259-PACGQ,Month-to-month,No,Electronic check,62.65,2274.9,Yes
4415-IJZTP,Month-to-month,Yes,Electronic check,74.5,74.5,Yes
1465-VINDH,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,Yes
5474-LAMUQ,One year,No,Mailed check,20.1,533.9,No
3468-DRVQJ,One year,No,Electronic check,70.3,676.15,No
1122-YJBCS,One year,Yes,Credit card (automatic),53.65,3804.4,No
4990-ALDGW,Two year,No,Mailed check,20.75,1118.8,No
4816-OKWNX,One year,Yes,Bank transfer (automatic),103.4,5236.4,No
3315-IKYZQ,One year,No,Mailed check,50.8,1386.8,No
2810-FTLEM,Month-to-month,Yes,Electronic check,50.15,762.25,Yes
4747-LCAQL,Month-to-month,Yes,Mailed check,79,1902,No
3411-WLRSQ,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05,No
0898-XCGTF,One year,Yes,Bank transfer (automatic),96.5,5673.7,No
8006-PYCSW,Month-to-month,No,Mailed check,20.1,39.8,No
8249-THVEC,One year,No,Mailed check,19.4,997.75,No
8722-PRFDV,Two year,No,Credit card (automatic),77.55,5574.35,No
2164-SOQXL,Month-to-month,No,Mailed check,20.05,406.05,No
4020-KIUDI,Month-to-month,No,Credit card (automatic),19.85,138.85,No
5850-BDWCY,Month-to-month,No,Mailed check,20.2,123.65,No
2038-YSEZE,Month-to-month,No,Mailed check,67.45,1801.1,No
0827-ITJPH,Two year,Yes,Credit card (automatic),18.55,689,No
8799-OXZMD,Month-to-month,Yes,Mailed check,29.75,790.7,No
1925-TIBLE,Month-to-month,Yes,Electronic check,86.5,582.5,Yes
1705-GUHPV,Two year,No,Mailed check,24.2,1618.2,No
4779-ZGICK,Two year,No,Mailed check,23.55,1173.35,No
0048-PIHNL,One year,No,Bank transfer (automatic),20.45,900.9,No
0818-OCPZO,Month-to-month,Yes,Electronic check,81.45,2122.05,Yes
3967-KXAPS,Two year,No,Credit card (automatic),92.3,6719.9,No
1447-GIQMR,Month-to-month,Yes,Electronic check,69.15,69.15,Yes
3704-IEAXF,Two year,No,Credit card (automatic),53.65,3784,No
6810-VCAEX,One year,No,Credit card (automatic),39.65,1798.65,No
0674-EYYZV,Month-to-month,Yes,Electronic check,54.65,54.65,No
